FOODID;FOODNAME;LANG
32104;HAMPURILAINEN, JUUSTOHAMPURILAINEN, MCDONALD'S;FI
32106;HAMPURILAINEN, KANAHAMPURILAINEN, MCDONALD'S;FI
32107;HAMPURILAINEN, BIG MAC, MCDONALD'S, KERROSHAMPURILAINEN;FI
32108;BROILERINUGGETTI, FRITEERATTU, MCDONALD'S, CHICKEN MCNUGGETS;FI
32109;HAMPURILAINEN, VALMISHAMPURILAINEN, BURGERI, ATRIA, PIHVI JA SÄMPYLÄ;FI
32110;NAKKISÄMPYLÄ, HOT DOG, ATRIA/PIRKKA;FI
32111;HAMPURILAINEN, VALMISHAMPURILAINEN, PIHVIHAMPURILAINEN JA KASTIKE, SAARIOINEN;FI
32112;HAMPURILAINEN, VALMISHAMPURILAINEN, HK BURGERI, PIHVI JA SÄMPYLÄ;FI
32113;JOGURTTI, MAUSTETTU, DR. OETKER PAULA, RASVAA 3,6 %;FI
32114;LIHAPIIRAKKA, GRAHAMLIHAPIIRAKKA, SAARIOINEN;FI
32115;PIZZA, MEETVURSTIPIZZA, SAARIOINEN/ATRIA;FI
32116;PIZZA, JAUHELIHAPIZZA, SAARIOINEN;FI
32118;PIZZA, JAUHELIHAPIZZA, ATRIA;FI
32119;PIZZA, TONNIKALAPIZZA, SAARIOINEN;FI
32120;PIZZA, KINKKUPIZZA, SAARIOINEN;FI
32121;KASVISPYÖRYKKÄ, SAARIOINEN;FI
32122;PIZZA, TOMAATTI-MOZZARELLAPIZZA, SAARIOINEN;FI
32123;PIZZA, KINKKU-ANANASPIZZA, ATRIA;FI
32124;JOGURTTI, MAUSTETTU, ACTIVIA KEVYT, 1,5 %, KEINOTEK. MAKEUTETTU, PROBIOOTTEJA;FI
32125;PERUNALAATIKKO, KINKKU-PERUNASOSELAATIKKO, SAARIOINEN, VALMISATERIA;FI
32126;SPAGETTI, TÄYSJYVÄRIISIJAUHO, LUONTAISESTI GLUTEENITON, KEITETTY, SUOLATON;FI
32127;SPAGETTI, TÄYSJYVÄRIISIJAUHO, LUONTAISESTI GLUTEENITON, KEITETTY, SUOLAA;FI
32128;LIHAPIIRAKKA, JÄRVISUOMEN PORTTI;FI
32129;SPAGETTILIHAVUOKA, SAARIOINEN, VALMISATERIA;FI
32130;KASVISPIHVI, SAARIOINEN;FI
32132;MURO, RIISI-VEHNÄHIUTALE, NESTLE FITNESS & YOGHURT, AAMIAISHIUTALE, VITAMINOITU;FI
32135;MURO, RIISI-VEHNÄHIUTALE, NESTLE FITNESS & FRUITS, AAMIAISHIUTALE, VITAMINOITU;FI
32136;JOGURTTI, MAUSTAMATON, ACTIVIA, RASVAA 3,4 %, PROBIOOTTEJA;FI
32137;JOGURTTI, MAUSTAMATON, ACTIVIA, RASVATON, PROBIOOTTEJA;FI
32138;PERUNALAATIKKO, BROILERIKIUSAUS, PIRKKA;FI
32142;JOGURTTI, MAUSTETTU HILLOLLA, RASVAA 2 %, VL, D-VIT 1 UG;FI
32144;PORKKANAOHUKAINEN, TEOLLINEN;FI
32145;JOGURTTI, MAUSTETTU, A+, RASVATON, VL, D-VIT 1 UG;FI
32146;SIPULI, KEITETTY, SUOLATON;FI
32147;HERNE, KEITETTY, SUOLATON;FI
32148;BROILERIKASTIKE, RUSKEA KASTIKE, RASVAA;FI
32149;KESÄKURPITSA, KEITETTY, SUOLATON;FI
32150;HEDELMÄSOSE, KOTITEKOINEN LASTENRUOKA;FI
32151;BROILERIKASTIKE, RUSKEA KASTIKE, KASVIKSIA, RASVAA;FI
32152;PAKASTEKASVISSEKOITUS, GRILLATUT VIHANNEKSET, SUOLAA JA ÖLJYÄ, (KYPSENTÄMÄTÖN);FI
32153;BEARNAISEKASTIKEJAUHE, KASTIKEAINEKSET, KNORR;FI
32154;BROILERIKASTIKE, BROILERISTROGANOFF;FI
32155;PAKASTEKASVISSEKOITUS, AURINKOKASVIKSET, PORKKANA-PAPU;FI
32156;PAKASTEKASVISSEKOITUS, HERNE-MAISSI-PORKKANA;FI
32157;PAKASTEKASVISSEKOITUS, KARTANON KASVIKSET, PARSAKAALI-PORKKANA-PAPRIKA;FI
32158;PAKASTEKASVISSEKOITUS, JUURESSEKOITUS;FI
32159;PAKASTEKASVISSEKOITUS, KRUUNUSEKOITUS, PARSAKAALI-PORKKANA-KUKKAKAALI;FI
32160;BROILERIKASTIKE, RUSKEA KASTIKE, HEDELMÄINEN, RASVAA;FI
32161;PAKASTEKASVISSEKOITUS, MAALAISKASVIKSET, PORKKANA-PAPU-PALSTERNAKKA;FI
32162;PAKASTEKASVISSEKOITUS, PARSAKAALI-PORKKANA-VESIKASTANJA;FI
32163;BEARNAISEKASTIKEJAUHE, KASTIKEAINEKSET, CAMPBELL'S/BLÅ BAND;FI
32164;BROILERIA JA RIISIÄ, UUNISSA;FI
32165;PAKASTEKASVISSEKOITUS, PATAJUUREKSET, PORKKANA-LANTTU-SIPULI;FI
32166;PAKASTEKASVISSEKOITUS, PERUNA-KEITTOVIHANNES;FI
32167;PAKASTEKASVISSEKOITUS, POMODORO, TOMAATTI-KASVIS;FI
32168;BEARNAISEKASTIKE, KASTIKEJAUHEESTA, TUOTEKESKIARVO;FI
32169;BROILERI-PASTAVUOKA, KASVIRASVAKERMA;FI
32170;PAKASTEKASVISSEKOITUS, PARSAKAALI-MAISSI-PORKKANA;FI
32171;PAKASTEKASVISSEKOITUS, PORKKANA-PAPU-HERNE-KUKKAKAALI;FI
32172;JOGURTTI, SOIJAJOGURTTI, MAUSTETTU, RASVAA 2 %, KALSIUMIA, VITAMINOITU;FI
32173;PAKASTEKASVISSEKOITUS, KEITETTY, SUOLATON, KESKIARVO;FI
32174;BROILERIPATA, HEDELMÄINEN;FI
32175;HOLLANDAISEKASTIKEJAUHE, KASTIKEAINEKSET, CAMPBELL'S BLÅ BAND;FI
32176;HOLLANDAISEKASTIKE, KASTIKEJAUHEESTA, VESI, CAMPBELL'S/BLÅ BAND;FI
32177;SALAATINKASTIKE, THOUSAND ISLAND, KEVYT, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 15 %;FI
32178;SALAATINKASTIKE, RANSKALAINEN, SAARIOINEN, RYPSIÖLJYPOHJAINEN, RASVAA 47 %;FI
32179;SALAATINKASTIKE, KARTANON, KEVYT, SAARIOINEN, RYPSIÖLJYPOHJAINEN, RASVAA 23 %;FI
32181;KASVISSOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
32186;PAKASTEKASVISSEKOITUS, AMERIKANSEKOITUS;FI
32189;VIILI, MAUSTETTU, RASVAA 2 %, D-VITAMIINIA 1 UG;FI
32191;NAKKI, BROILERNAKKI, ATRIA;FI
32193;JOGURTTI, SOIJAJOGURTTI, MAUSTETTU, RASVAA 2 %, KALSIUMIA;FI
32194;JUUSTOTIKKU, PANEROITU, MOZZARELLA-CHEDDAR;FI
32195;NAKKI, BROILERNAKKI, HK;FI
32196;SIPULIRENGAS, PANEROITU, RAVINTOLA;FI
32197;NAKKI, KEVYT KALKKUNANAKKI, ATRIA;FI
32198;KOKOLIHALEIKKELE, OHUT 100 % BROILERINFILEE, HK, RASVAA 1,9 %;FI
32199;BROILERIKEITTO;FI
32201;JOGURTTI, TURKKILAINEN/KREIKKALAINEN, RASVAA 10 %;FI
32202;KATKARAPU, KEITETTY, SUOLATON;FI
32203;LOHI, KEITETTY, SUOLATON;FI
32204;KIRJOLOHI, KEITETTY, SUOLATON;FI
32205;LOHI TAI KIRJOLOHI, KEITETTY, SUOLATON;FI
32206;KALA-KASVISPAISTOS, LOHI, SEKAVIHANNEKSET, SULATEJUUSTO, MAITO;FI
32208;MAKARONILAATIKKO, KALA-MAKARONILAATIKKO, LOHI, KEVYTMAITO;FI
32209;MAKARONILAATIKKO, KALA-MAKARONILAATIKKO, SEITI, KEVYTMAITO;FI
32211;PERUNALAATIKKO, KALA-PERUNALAATIKKO, LOHI, KEVYTMAITO;FI
32212;PERUNALAATIKKO, KALA-PERUNALAATIKKO, SEITI, KEVYTMAITO;FI
32214;KALA-PINAATTIVUOKA, LOHI, KEVYTMAITO;FI
32217;KALAPUIKKO, TEOLLINEN, UUNISSA PAISTETTU;FI
32218;KALAPUIKKO, LEIVITETTY, LOHI, FINDUS, UUNISSA PAISTETTU;FI
32224;KALA-RIISILAATIKKO, LOHI, MUNAMAITO;FI
32225;KALA-RIISILAATIKKO, SEITI, MUNAMAITO;FI
32228;KALAKUKKO, AHVENKUKKO;FI
32229;AHVEN, PAISTETTU, EI KORPPUJAUHOJA;FI
32230;AHVEN, PAISTETTU VOISSA, EI KORPPUJAUHOJA;FI
32231;HAUKI, PAISTETTU VOISSA, EI KORPPUJAUHOJA;FI
32232;KALA, KESKIARVO, PAISTETTU VOISSA, EI KORPPUJAUHOJA;FI
32233;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANPAISTI, SUURUSTETTU;FI
32234;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANPAISTI, SUURUSTAMATON;FI
32236;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 17 %, SUURUSTAMATON;FI
32237;KIRJOLOHI, PAISTETTU;FI
32238;KIRJOLOHIFILEE, KASVIRASVAKERMA, EI KORPPUJAUHOJA;FI
32239;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 17 %, SUURUSTETTU;FI
32240;KIRJOLOHIFILEE, KERMAINEN, EI KORPPUJAUHOJA;FI
32241;JAUHELIHAKASTIKE, TOMAATTINEN, SIKA-NAUTA, SUURUSTETTU;FI
32242;JAUHELIHAKASTIKE, TOMAATTINEN, SIKA-NAUTA, SUURUSTAMATON;FI
32243;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 7 %, SUURUSTAMATON;FI
32244;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 7 %, SUURUSTETTU;FI
32245;JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANLIHA 7 %, EI RASVAA;FI
32248;PAKASTEKALA, PAISTETTU, SEITI, EI KORPPUJAUHOJA;FI
32249;SIIKA, PAISTETTU VOISSA, EI KORPPUJAUHOJA;FI
32250;SIIKA, PAISTETTU, EI KORPPUJAUHOJA;FI
32251;UUNISILAKKA, SILAKKAFILEE, KERMA, EI KORPPUJAUHOJA;FI
32256;SALAATTI, PUNAJUURISALAATTI, TEOLLINEN, MAJONEESIKASTIKE, TUOTEKESKIARVO;FI
32257;KOKOLIHALEIKKELE, OHUEN OHUT BROILERIN FILEELEIKE, HK, RASVAA 2 %;FI
32274;KAKKU, MOKKAPALAT;FI
32278;HILLOPIIRAKKA, PULLAPOHJA, TÄYSMAITO;FI
32279;HILLOPIIRAKKA, PIIMÄTAIKINAPOHJA;FI
32280;MARJAPIIRAKKA, PULLAPOHJA, VESI, MAIDOTON;FI
32282;HILLOPIIRAKKA, PULLAPOHJA, RASVATON MAITO, FRUKTOOSILLA MAKEUTETTU;FI
32283;HILLOPIIRAKKA, PULLAPOHJA,TÄYSMAITO, FRUKTOOSILLA MAKEUTETTU;FI
32284;HILLOPIIRAKKA, PULLAPOHJA, KEVYTMAITO, FRUKTOOSILLA MAKEUTETTU;FI
32295;NESTLE ALTHERA HYPOALLERGEENINEN ÄIDINMAIDONKORVIKEJAUHE;FI
32301;MARGARIINI 60%, FLORA NORMAALISUOLAINEN;FI
32308;MARGARIINI 60%, FLORA LAKTOOSITON;FI
32316;MARJAPIIRAKKA, PULLAPOHJA, RASVATON MAITO, SOKERITON;FI
32318;MARJAPIIRAKKA, PULLAPOHJA, KEVYTMAITO, SOKERITON;FI
32319;MARJAPIIRAKKA, PULLAPOHJA, TÄYSMAITO, SOKERITON;FI
32320;MARJAPIIRAKKA, PULLAPOHJA, RASVATON MAITO, FRUKTOOSILLA MAKEUTETTU;FI
32321;MARJAPIIRAKKA, PULLAPOHJA, KEVYTMAITO, FRUKTOOSILLA MAKEUTETTU;FI
32322;MARJAPIIRAKKA, PULLAPOHJA, TÄYSMAITO, FRUKTOOSILLA MAKEUTETTU;FI
32323;MARJAPIIRAKKA, PULLAPOHJA, RASVATON MAITO, KEINOTEKOISESTI MAKEUTETTU;FI
32324;MARJAPIIRAKKA, PULLAPOHJA, KEVYTMAITO, KEINOTEKOISESTI MAKEUTETTU;FI
32325;MARJAPIIRAKKA, PULLAPOHJA, TÄYSMAITO, KEINOTEKOISESTI MAKEUTETTU;FI
32326;MARJAPIIRAKKA, PIIMÄTAIKINAPOHJA;FI
32327;MARJAPIIRAKKA, MUROPOHJA, SOKERITON;FI
32328;MARJAPIIRAKKA, MUROPOHJA, FRUKTOOSILLA MAKEUTETTU;FI
32329;MARJAPIIRAKKA, MUROPOHJA, KEINOTEKOISESTI MAKEUTETTU;FI
32330;MARJAPIIRAKKA, PULLAPOHJA, KANANMUNATON;FI
32331;MARJAPIIRAKKA, PULLAPOHJA, VESI, MAIDOTON, KANANMUNATON;FI
32332;RAHKAMARJAPIIRAKKA, MUROPOHJA;FI
32333;OMENAPIIRAKKA, PULLAPOHJA, TÄYSMAITO;FI
32335;RAPARPERIPIIRAKKA, PIIMÄTAIKINAPOHJA;FI
32336;RAPARPERIPIIRAKKA, PULLAPOHJA, RASVATON MAITO;FI
32338;MAKEAN PIIRAKAN PIIMÄTAIKINAPOHJA;FI
32341;MARGARIINI 60%, FLORA REILUSTI SUOLATTU;FI
32342;MARGARIINI 80%, FLORA LEIVONTAAN JA RUOANLAITTOON;FI
32343;KASVIRASVALEVITE 38%, BECEL KEVYT;FI
32344;KASVIÖLJYVALMISTE, JUOKSEVA, 82%, FLORA CULINESSE;FI
32345;KASVIÖLJYVALMISTE, JUOKSEVA, 55%, FLORA CULINESSE KEVYT;FI
32348;KASVIÖLJYVALMISTE, JUOKSEVA, 82%, BECEL;FI
32350;KASVIRASVALEVITE 38%, BECEL KEVYT OLIIVI;FI
32354;KASVIÖLJYVALMISTE, JUOKSEVA, 80%, KEIJU, RYPSIÖLJY;FI
32357;MUNKINPAISTORASVA 100%, SUNNUNTAI;FI
32360;MARGARIINI 60%, BENECOL LAKTOOSITON;FI
32366;RASVASEOS 60%, BUNGE MAKUISA;FI
32367;MUKSU SOIJAJUOMA 1-3 V, LEIKKI-IKÄISELLE, SOIJAMAITO;FI
32372;KASVIRASVALEVITE 32%, BENECOL KEVYT OLIIVI;FI
32374;MARGARIINI 40%, BENECOL;FI
32379;JAUHELIHA-MAKARONI-MUHENNOS, NAUDAN JAUHELIHA 17%;FI
32380;JAUHELIHA-MAKARONI-MUHENNOS, BROILERI;FI
32381;SPAGETTIKASTIKEJAUHE, KASTIKEAINEKSET, KNORR;FI
32382;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 17 %, KASTIKEJAUHEESTA;FI
32383;JAUHELIHAKASTIKE, TOMAATTINEN, SIKA-NAUTA, KASTIKEJAUHEESTA;FI
32384;ATERIAKASTIKE, CURRYKASTIKE, UNCLE BEN'S, VALMISKASTIKE;FI
32385;RAEJUUSTO, RASVAA 1,5 %;FI
32386;ATERIAKASTIKE, TIKKA MASALA, UNCLE BEN'S, VALMISKASTIKE;FI
32397;ATERIASALAATTI, TONNIKALASALAATTI, MAKARONI, VIHERSALAATTI, HERNE-MAISSI-PAPRIKA;FI
32398;TONNIKALA-MAKARONI-MUHENNOS, TONNIKALA VEDESSÄ;FI
32401;MANTELIKALA, SEITI, KORPPUJAUHO, RUOKAKERMA 15 %;FI
32403;DIPPIKASTIKEJAUHE, SISÄLTÄÄ MAITOA, KASTIKEAINEKSET;FI
32404;DIPPIKASTIKEJAUHE, MAIDOTON, KASTIKEAINEKSET;FI
32405;KYLMÄ KASTIKE, KERMAVIILIKASTIKE, DIPPIKASTIKE, RASVAA 10-12 %, JAUHEESTA;FI
32407;MEETVURSTI, ULTRAKEVYT, RASVAA 9 %;FI
32409;KOKOLIHALEIKKELE, KORPPUKINKKU, RASVAA 3 %;FI
32411;KASVIRASVALEVITE KEVYT 14%, KEIJU RUOHOSIPULI/VALKOSIPULI;FI
32416;MARJAJUOMA, PROVIVA, KESKIARVO, PROBIOOTTEJA;FI
32417;HEDELMÄJUOMA, MANGO, PROVIVA, PROBIOOTTEJA;FI
32418;HAPATETTU KAURAVALMISTE, MARJA-HEDELMÄ, YOSA, KESKIARVO, PROBIOOTTEJA;FI
32419;KIISSELI, MEHUKEITTO, MUSTIKKA-VADELMA, VALIO GEFILUS, PROBIOOTTEJA, 08/12 ASTI;FI
32420;KIISSELI, MEHUKEITTO, PERSIKKA-PASSION, VALIO GEFILUS, PROBIOOTTEJA;FI
32422;VÄLIPALAJUOMA, TEHOJUOMA, HEDELMÄ, GEFILUS, C- JA D-VITAMIINIA, PROBIOOTTEJA;FI
32423;VÄLIPALAJUOMA, TEHOJUOMA, HEDELMÄINEN, RAINBOW, PROBIOOTTEJA;FI
32424;VÄLIPALAJUOMA, TEHOJUOMA, MARJAINEN, RAINBOW, PROBIOOTTEJA;FI
32425;JOGURTTI, VATSAYSTÄVÄLLINEN JOGURTTI, RAINBOW, 2,7 %, PROBIOOTTEJA;FI
32426;JOGURTTI, VATSAYSTÄVÄLLINEN VILJA-OMENAJOGURTTI, RAINBOW, 2,7 %, PROBIOOTTEJA;FI
32431;KASVIÖLJYVALMISTE, JUOKSEVA, 80%, SUNNUNTAI, RYPSIÖLJY;FI
32437;KASVIRASVALEVITE 30%, KEIJU DELI OLIIVI;FI
32438;MYSLI, HEDELMÄINEN, GLUTEENITON HEDELMÄMYSLI, PIRKKA;FI
32439;MURO, TÄYSJYVÄMURO, PIRKKA, VITAMINOITU;FI
32440;MURO, MARJAINEN TÄYSJYVÄMURO, PIRKKA, VITAMINOITU;FI
32441;MURO, SUKLAAMURO, VEHNÄRENKAITA SUKLAA, TOP FOOD;FI
32442;MURO, HUNAJAMURO, VEHNÄRENKAITA HUNAJA, TOP FOOD;FI
32443;MURO, NELJÄNVILJANMURO, TOP FOOD;FI
32444;MYSLI, HEDELMÄINEN, PIRKKA;FI
32445;MURO, SUKLAAMURO, PIRKKA;FI
32446;MYSLI, MUROMYSLI, RAINBOW;FI
32447;MYSLI, MUROMYSLI, HEDELMÄINEN MUROMYSLI, RAINBOW;FI
32449;VÄLIPALAPATUKKA, JOGURTTINEN MYSLIPATUKKA;FI
32450;VÄLIPALAPATUKKA, TÄYSJYVÄVILJAINEN MYSLIPATUKKA, NATUREL;FI
32451;VÄLIPALAPATUKKA, MARJAISA MYSLIPATUKKA;FI
32452;VÄLIPALAPATUKKA, HEDELMÄINEN MYSLIPATUKKA;FI
32454;LIHAPATA, KARJALANPAISTI, NAUTA, KESKIRASVAINEN SIKA, JUUREKSIA;FI
32455;VERIGREIPPI, KUORITTU;FI
32456;LATVA-ARTISOKKA;FI
32459;SEKALEIPÄ, PUHTILEIPÄ, KATRI ANTELL;FI
32460;SEKALEIPÄ, VAALEAVAALEA, KATRI ANTELL;FI
32461;VAALEA LEIPÄ, VEHNÄSÄMPYLÄ, LOUNASSÄMPYLÄ, KATRI ANTELL;FI
32462;SEKALEIPÄ, PUHTISÄMPYLÄ, KATRI ANTELL;FI
32463;SEKALEIPÄ, TUHTI-MONIVILJASÄMPYLÄ, KATRI ANTELL;FI
32464;PÄHKINÄ, PARAPÄHKINÄ;FI
32465;SEKALEIPÄ, TUHTI-PORKKANASÄMPYLÄ, KATRI ANTELL;FI
32466;SEKALEIPÄ, OIVA PERUNALIMPPU, LINKOSUO;FI
32467;SEKALEIPÄ, TAMPEREEN RIEVÄ, LINKOSUO;FI
32468;SEKALEIPÄ, JYVÄLEIPÄ, TUMMEMPI TUHATJYVÄ, LINKOSUO;FI
32469;SEKALEIPÄ, AAMIAISSÄMPYLÄ, PERHELEIPURIT;FI
32470;VAALEA LEIPÄ, EVÄSSÄMPYLÄ, PERHELEIPURIT;FI
32471;SEKALEIPÄ, LIMPUKKA, PÅGEN;FI
32472;SEKALEIPÄ, RUIS-VEHNÄTYYNYT, VAASAN;FI
32473;VÄLIPALAJUOMA, HEVI SHOT, VALIO, ANANAS-PORKKANA-MANGO;FI
32474;VÄLIPALAJUOMA, HEVI SHOT, VALIO, OMENA-PORKKANA-MANSIKKA;FI
32475;VÄLIPALAJUOMA, HEVI SHOT, VALIO, PÄÄRYNÄ-PORKKANA-MUSTAHERUKKA;FI
32476;VÄLIPALAJUOMA, HEVI SHOT, VALIO, MANSIKKA-PUOLUKKA+RUIS;FI
32477;VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, MANSIKKA;FI
32478;ATERIAKASTIKE, HAPANIMELÄ, SWEET & SOUR, UNCLE BEN'S, VALMISKASTIKE;FI
32479;VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, PÄÄRYNÄ;FI
32480;SALAATINKASTIKE, KARTANON, SAARIOINEN, RYPSIÖLJYPOHJAINEN, RASVAA 39 %;FI
32481;VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, HEDELMÄMIX;FI
32482;SALAATINKASTIKE, TALON-, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 20 %;FI
32483;SALAATINKASTIKE, KREIKKALAINEN-, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 25 %;FI
32485;SALAATINKASTIKE, HUNAJA-SINAPPI, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 36 %;FI
32486;BROILERIKASTIKE, ATERIAKASTIKKEESTA, HAPANIMELÄKASTIKE, BROILERISUIKALE;FI
32487;BROILERIKASTIKE, ATERIAKASTIKKEESTA, CURRY, BROILERISUIKALE;FI
32488;PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, PERUNASOSEJAUHEESTA, NAUTA, VESI;FI
32489;PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, PERUNASOSEJAUHEESTA, NAUTA, MAITO;FI
32490;PULLA, KORVAPUUSTI, GIFFLAR KANELIKORVAPUUSTI, PÅGEN;FI
32492;KAKKU, MUFFINI, CREMETÄYTE MUFFINSI SITRUUNA, PÅGEN;FI
32493;KAKKU, MUFFINI, CREMETÄYTE MUFFINSI KAAKAO, PÅGEN;FI
32494;JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANLIHA 17 %, RASVAA;FI
32495;JAUHELIHAKASTIKE, RUSKEA KASTIKE, BROILERI, RASVAA;FI
32497;JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANLIHA 7 %, RASVAA;FI
32498;JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANPAISTI, EI RASVAA;FI
32500;JAUHELIHAKASTIKE, RUSKEA KASTIKE, SIANLIHA, EI RASVAA;FI
32501;JAUHELIHAKASTIKE, RUSKEA KASTIKE, SIKA-NAUTA, EI RASVAA;FI
32502;MAKEINEN, DUMLE, FAZER, MAITOSUKLAALLA KUORRUTETTU TOFFEE;FI
32503;MAKEINEN, MAITOSUKLAARAE, M&M'S/AMERIKAN PASTILLI;FI
32504;JAUHELIHAKASTIKE, MAITOPOHJAINEN, NAUDANPAISTI;FI
32505;JAUHELIHAKASTIKE, MAITOPOHJAINEN, SIKA-NAUTA;FI
32506;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 7 %, KASTIKEJAUHEESTA;FI
32507;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANPAISTI, KASTIKEJAUHEESTA;FI
32508;KASVISKASTIKE, MAITOPOHJAINEN, KEVYTMAITO, PUNAJUURIA;FI
32509;SUKLAA, SUKLAAPATUKKA, TWIX, KEKSIÄ JA TOFFEETA;FI
32510;KASVISKASTIKE, PUNAJUURIKASTIKE;FI
32511;PULLA, DALLASPULLA, FAZER;FI
32513;BROILERINUGGETTI, KANANPOJAN JUUSTONUGGETIT, HK/KARINIEMI, LAKTOOSITON;FI
32515;PULLA, BIG TEXASPULLA, FAZER;FI
32517;MUNKKI, BERLIININMUNKKI, FAZER;FI
32518;KÄÄRETORTTU, NAPAKYMPPI, FAZER OULULAINEN;FI
32520;KEKSI, PAUSSI JOGURTTI, JYVÄSHYVÄ, LU;FI
32522;BROILERI-PASTAPATA, HK, VALMISATERIA;FI
32523;PERUNALAATIKKO, BROILERIKIUSAUS, HK;FI
32524;HEDELMÄKANAA, BROILERIA, RIISIÄ JA HEDELMÄKASTIKETTA, HK, VALMISATERIA;FI
32525;KIISSELI, VADELMAKEITTO;FI
32526;KIISSELI, MANSIKKAKEITTO;FI
32528;VANUKAS, KERMAVANUKAS, RASVAINEN, TEOLLINEN;FI
32529;VANUKAS, SUKLAAVANUKAS, TEOLLINEN;FI
32530;KEKSI, HETKISET, KAURA-SUKLAA, JYVÄSHYVÄ LU;FI
32531;PIIRAKKA, BANAANI-SUKLAAPIIRAS, VAASAN;FI
32532;KEKSI, HYVÄSET, KAURANEN VANILJA, JYVÄSHYVÄ, LU;FI
32533;KEKSI, PAUSSI KAAKAO, JYVÄSHYVÄ, LU;FI
32534;HAPANKORPPU, KAURAKORPPU, OULULAINEN, FAZER;FI
32535;KARJALANPIIRAKKA, RUKIINEN IMATRAN RIISIPIIRAKKA, FAZER;FI
32536;KARJALANPIIRAKKA, RUKIINEN KARJALANPIIRAKKA, FAZER;FI
32537;JAUHELIHAPIHVI, GRILLITASSU, SAARIOINEN, PAISTETTU ILMAN RASVAA;FI
32538;RAPARPERIPIIRAKKA, PULLAPOHJA, TÄYSMAITO;FI
32539;RAPARPERIPIIRAKKA, PULLAPOHJA, KEVYTMAITO;FI
32540;GLÖGIJUOMA, ALKOHOLITON;FI
32541;RAHKA, MAITORAHKA, MAUSTETTU, RASVAA 7 %, VALIO;FI
32542;KEKSI, SUKLAAPISARA, JYVÄSHYVÄ, LU;FI
32543;KEKSI, LASTENKEKSI, CARNEVAL RUISAAKKOS, LU, RYPSIÖLJY;FI
32544;KEKSI, LASTENKEKSI, CARNEVAL PRINSESSA, LU;FI
32545;KEKSI, LASTENKEKSI, CARNEVAL MARJANUMEROT, LU;FI
32546;KEKSI, TUMMA TÄYTEKEKSI, DOMINO -30 % RASVAA , LU;FI
32547;KEKSI, VÄLIPALAKEKSI, JYVÄSHYVÄ CRACOTTE TÄYSJYVÄ, LU;FI
32548;KEKSI, VÄLIPALAKEKSI, JYVÄSHYVÄ CRACOTTE SESAM, LU;FI
32553;KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, TUOTEKESKIARVO;FI
32554;KEKSI, RUISKEKSI, JYVÄSHYVÄ RUKIINEN, LU;FI
32555;KEKSI, KANELIKEKSI, BASTOGNE, LU;FI
32556;PINAATTIKEITTO, APETIT, PAKASTE;FI
32557;PINAATTIKEITTO, PIRKKA, PAKASTE;FI
32558;PINAATTIKEITTO, SAARIOINEN, VALMISATERIA;FI
32560;MAITOKASTIKE, PINAATTIKASTIKE, KEVYTMAITO, JAUHOSUURUS;FI
32561;KUIVAKAKKU, SOKERIKAKKU;FI
32562;HAPATETTU KAURAVALMISTE, MAUSTAMATON, YOSA NATURELL, D-VITAMIINIA, PROBIOOTTEJA;FI
32567;JUUSTO, OLTERMANNI RYPSI, RASVAA 24 %, RYPSIÖLJY;FI
32568;RASVASEOSLEVITE 75%, D-VITAMIINIA 10 UG;FI
32570;NELJÄNVILJANHIUTALE, RIIHIKOSKEN VEHNÄMYLLY;FI
32592;PIIMÄ, KIRNUPIIMÄ, RASVAA 0,3 %, D-VIT 0,5 UG;FI
32593;PIIMÄ, RASVATON, D-VIT 0,5 UG;FI
32594;PIIMÄ, RASVATON, VL, D-VIT 0,5 UG;FI
32595;PIIMÄ, RASVATON, LAKTOOSITON, D-VIT 0,5 UG;FI
32596;JOGURTTI, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU, D-VIT 1 UG;FI
